ID_val,Problem,Checkbox,Check_Area,Complaint_Type,Area,SubArea,area_subarea,source_name
18150,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Radio,Poor Reception,Radio / Poor Reception,source_2
8468,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Touchscreen Slow Response,Display / Touchscreen Slow Response,source_2
5684,Gauges/Instruments (Fuel/XXh/Odometer)-Broken/NW,Fuel Gauge - Inaccurate,Fuel Gauge,Inaccurate,Fuel Gauge,Doesn’t Read Full,Fuel Gauge / Doesn’t Read Full,source_2
15121,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
17801,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
18383,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
14526,Audio Sound/Speakers-Sound Quality,Audio Sound/Speakers - Sound lacks clarity,Audio Sound/Speakers,Sound lacks clarity,Audio,Bad sound Quality,Audio / Bad sound Quality,source_2
6838,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
2614,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Broken/NW,Display Touchscreen,Broken/NW,Audio,No Audio,Audio / No Audio,source_2
5166,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Dual Environment,Apple Car Play / Dual Environment,source_2
6421,Cigarette Lighter/Power Plug-Other/Unspecified,12 Volt Power Outlets - other,12 Volt Power Outlets,other,Power Outlet,Other,Power Outlet / Other,source_2
14493,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
18727,Navigation System-Inaccurate,Navigation System - Inaccurate map information,Navigation System,Inaccurate map information,Navigation,Not Enough Info,Navigation / Not Enough Info,source_2
3151,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Display,Freezes/Locks Up,Display / Freezes/Locks Up,source_2
10964,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Android Auto,Stability,Android Auto / Stability,source_2
12573,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Audio,No Audio,Audio / No Audio,source_2
7935,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - unspecified,Cell Phone Connection,unspecified,Bluetooth,Not Enough Info,Bluetooth / Not Enough Info,source_2
12002,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,USB/Aux In,Device Not Recognized,USB/Aux In / Device Not Recognized,source_2
8597,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
8741,Navigation System-Inaccurate,Navigation System - Inaccurate map information,Navigation System,Inaccurate map information,Navigation,Customer Expectation,Navigation / Customer Expectation,source_2
15046,Infotainment System-Poor Screen Quality,Radio Fnctn and Recptn - Display screen image poor quality,Radio Fnctn and Recptn,Display screen image poor quality,Radio,Other,Radio / Other,source_2
6066,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Customer Expectation,Bluetooth / Customer Expectation,source_2
803,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,DTU,Bluetooth / DTU,source_2
5286,Infotainment System-Poor Screen Quality,Radio Fnctn and Recptn - Display screen image poor quality,Radio Fnctn and Recptn,Display screen image poor quality,Display,Screen Quality,Display / Screen Quality,source_2
19550,Navigation System- DTU,Navigation System - Poor location of controls,Navigation System,Poor location of controls,Navigation,DTU,Navigation / DTU,source_2
7374,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,Radio,Poor Reception,Radio / Poor Reception,source_2
19130,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Radio,Slow,Radio / Slow,source_2
8715,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,Poor Reception,Radio / Poor Reception,source_2
10215,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
5193,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
15399,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
17808,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Pairing issues,Media Player,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
14426,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Loses connection,Media Player,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
13932,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
14735,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Slow,Apple Car Play / Slow,source_2
12473,RRR-Navigation,RRR - Provided directions were incorrect,RRR,Provided directions were incorrect,Navigation,DTU,Navigation / DTU,source_2
11781,Rear Seat DVD Player-Playback Problem,DVD Player/TV/Rear Seat Ent - Player - does not work,DVD Player/TV/Rear Seat Ent,Player - does not work,Rear Seat Entertainment,Not Functioning,Rear Seat Entertainment / Not Functioning,source_2
17526,Navigation System-Inaccurate,Navigation System - Poor routing information,Navigation System,Poor routing information,Navigation,Route Accuracy,Navigation / Route Accuracy,source_2
10796,Audio Sound/Speakers-Sound Quality,Audio Sound/Speakers - Sound lacks clarity,Audio Sound/Speakers,Sound lacks clarity,Audio,Bad sound Quality,Audio / Bad sound Quality,source_2
17006,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
16316,Cell Phone - Vehicle Sound Quality,Cell Phone Connection - In-vehicle sound quality,Cell Phone Connection,In-vehicle sound quality,Bluetooth,Not Enough Info,Bluetooth / Not Enough Info,source_2
8035,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
19733,Navigation System-Other/Unspecified,Navigation System - other,Navigation System,other,Navigation,Other,Navigation / Other,source_2
12415,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
9719,CD Player/Changer-Loading/Playback Problem,CD Player/Changer - Will not play,CD Player/Changer,Will not play,DVD/CD Drive,Not Functioning,DVD/CD Drive / Not Functioning,source_2
17998,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,Apple Car Play,Customer Expectation,Apple Car Play / Customer Expectation,source_2
13955,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Radio,Screen Freeze,Radio / Screen Freeze,source_2
14472,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Android Auto,Not Functioning,Android Auto / Not Functioning,source_2
10708,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
19467,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Apple Car Play,DTU,Apple Car Play / DTU,source_2
14133,Display Touchscreen-Unspecified,Display Touchscreen - unspecified,Display Touchscreen,unspecified,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
10969,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Device compatibility/does not work,Cell Phone Connection,Device compatibility/does not work,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
70,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
16539,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Slow,Apple Car Play / Slow,source_2
11327,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Display,Black Screen,Display / Black Screen,source_2
19196,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
19103,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
5931,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
10436,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
19765,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Navigation,Not Enough Info,Navigation / Not Enough Info,source_2
15240,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
716,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
79,Media Player - Broken/NW/slow/freezes,Media Player - Slow system response/freezes,Media Player,Slow system response/freezes,Audio,No Audio,Audio / No Audio,source_2
15562,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,DTU,Apple Car Play / DTU,source_2
16892,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
17946,Navigation System-Broken/Not Working,Navigation System - Slow system response/freezes,Navigation System,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
14330,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Pairing issues,Media Player,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
17711,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
13253,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Pairing issues,Media Player,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
15030,Hands-Free Communication-Doesn't Recognize Command,Cell Phone Connection - Voice recognition trouble,Cell Phone Connection,Voice recognition trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
5902,Navigation System-Inaccurate,Navigation System - Inaccurate map information,Navigation System,Inaccurate map information,Navigation,Out Dated,Navigation / Out Dated,source_2
12127,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
4783,Media Player - Broken/NW/slow/freezes,Media Player - Slow system response/freezes,Media Player,Slow system response/freezes,Radio,Screen Freeze,Radio / Screen Freeze,source_2
11548,Navigation System-Broken/Not Working,Navigation System - Slow system response/freezes,Navigation System,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
2220,Hands-Free Communication-Doesn't Recognize Command,Cell Phone Connection - Voice recognition trouble,Cell Phone Connection,Voice recognition trouble,Voice Recognition,Not Functioning,Voice Recognition / Not Functioning,source_2
5865,Navigation System-Inaccurate,Navigation System - Inaccurate map information,Navigation System,Inaccurate map information,Navigation,Out Dated,Navigation / Out Dated,source_2
16471,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Customer Education,Voice Recognition / Customer Education,source_2
